transaction_id,date,customer_id,product_id,store_id,quantity,unit_price,discount
T-1367,2023-01-24,CUST-147,P005,ST-1,5.0,67.5,0.1
T-1368,2023-11-18,CUST-175,P003,ST-3,1.0,120.0,0.0
T-1369,2023-08-29,CUST-177,P005,ST-2,2.0,67.5,0.2
T-1370,27/03/2023,CUST-123,P003,ST-5,5.0,120.0,0.0
T-1371,2023-12-16,CUST-111,P001,ST-5,3.0,300.0,0.2
T-1372,2023-02-03,CUST-172,P004,ST-1,2.0,37.5,0.0
T-1373,2023-11-15,CUST-170,P004,ST-3,5.0,37.5,0.0
T-1374,2023-05-13,CUST-175,P001,ST-2,4.0,300.0,0.1
T-1375,2023-07-27,CUST-108,P002,ST-4,2.0,225.0,0.0
T-1376,2023-08-11,CUST-150,P004,ST-4,4.0,37.5,0.2
T-1377,2023-08-05,CUST-155,P001,ST-1,3.0,300.0,0.0
T-1378,2023-01-02,CUST-126,P002,ST-3,2.0,225.0,0.2
T-1379,2023-10-11,CUST-141,P004,ST-1,3.0,37.5,0.0
T-1380,02/01/2023,CUST-117,P001,ST-1,4.0,300.0,0.2
T-1381,2023-06-04,CUST-162,P005,ST-1,5.0,67.5,0.1
T-1382,2023-05-26,CUST-142,P004,ST-1,4.0,37.5,0.0
T-1383,2023-03-18,CUST-103,P002,ST-2,1.0,225.0,0.2
T-1384,2023-10-17,CUST-193,P001,ST-1,4.0,300.0,0.0
T-1385,2023-01-16,CUST-195,P002,ST-5,5.0,225.0,0.0
T-1386,2023-06-15,CUST-194,P001,ST-4,2.0,300.0,0.2
T-1387,2023-07-28,CUST-179,P001,ST-3,3.0,300.0,0.0
T-1388,2023-01-01,CUST-195,P004,ST-2,1.0,37.5,0.1
T-1389,2023-03-06,CUST-115,P005,ST-5,3.0,67.5,0.0
T-1390,22/06/2023,CUST-178,P001,ST-3,2.0,300.0,0.1
T-1391,2023-05-19,CUST-162,P003,ST-5,4.0,120.0,0.0
T-1392,2023-11-12,CUST-155,P003,ST-1,4.0,120.0,0.0
T-1393,2023-04-28,CUST-102,P003,ST-3,5.0,120.0,0.0
T-1394,2023-09-12,CUST-159,P003,ST-1,3.0,120.0,0.2
T-1395,2023-05-30,CUST-154,P004,ST-4,2.0,37.5,0.1
T-1396,2023-05-03,CUST-171,P005,ST-1,3.0,67.5,0.0
T-1397,2023-11-08,CUST-169,P003,ST-2,3.0,120.0,0.1
T-1398,2023-09-22,CUST-193,P004,ST-4,5.0,37.5,0.1
T-1399,2023-12-09,CUST-143,P001,ST-3,1.0,300.0,0.0
T-1400,01/02/2023,CUST-152,P003,ST-5,,120.0,0.0
T-1401,2023-04-02,CUST-124,P002,ST-2,4.0,225.0,0.2
T-1402,2023-01-24,CUST-174,P005,ST-2,2.0,67.5,0.0
T-1403,2023-02-13,CUST-175,P004,ST-3,2.0,37.5,0.1
T-1404,2023-06-16,CUST-175,P002,ST-4,4.0,225.0,0.0
T-1405,2023-05-07,CUST-192,P005,ST-3,2.0,67.5,0.0
T-1406,2023-09-03,CUST-189,P003,ST-4,4.0,120.0,0.0
T-1407,2023-06-29,CUST-183,P004,ST-5,3.0,37.5,0.0
T-1408,2023-10-23,CUST-178,P001,ST-4,1.0,300.0,0.2
T-1409,2023-07-07,CUST-101,P005,ST-5,3.0,67.5,0.1
T-1410,03/07/2023,CUST-116,P003,ST-2,4.0,120.0,0.0
T-1411,2023-04-17,CUST-163,P002,ST-3,1.0,225.0,0.0
T-1412,2023-09-06,CUST-191,P004,ST-4,3.0,37.5,0.0
T-1413,2023-07-27,CUST-129,P004,ST-1,2.0,37.5,0.2
T-1414,2023-09-03,CUST-192,P005,ST-2,2.0,67.5,0.0
T-1415,2023-07-12,CUST-149,P005,ST-3,1.0,67.5,0.1
T-1416,2023-07-25,CUST-185,P005,ST-4,4.0,67.5,0.1
T-1417,2023-06-18,CUST-187,P001,ST-3,4.0,300.0,0.2
T-1418,2023-07-23,CUST-191,P004,ST-1,1.0,37.5,0.1
T-1419,2023-02-02,CUST-168,P005,ST-3,2.0,67.5,0.2
T-1420,16/03/2023,CUST-115,P001,ST-5,3.0,300.0,0.2
T-1421,2023-06-14,CUST-124,P004,ST-4,4.0,37.5,0.1
T-1422,2023-12-29,CUST-196,P004,ST-2,3.0,37.5,0.0
T-1423,2023-02-15,CUST-199,P002,ST-4,2.0,225.0,0.1
T-1424,2023-02-19,CUST-168,P003,ST-4,3.0,120.0,0.0
T-1425,2023-03-26,CUST-125,P002,ST-5,4.0,225.0,0.0
T-1426,2023-04-11,CUST-178,P005,ST-2,3.0,67.5,0.2
T-1427,2023-02-20,CUST-109,P002,ST-4,2.0,225.0,0.0
T-1428,2023-05-10,CUST-124,P005,ST-2,4.0,67.5,0.0
T-1429,2023-02-25,CUST-151,P002,ST-1,4.0,225.0,0.1
T-1430,24/01/2023,CUST-185,P001,ST-2,4.0,300.0,0.2
T-1431,2023-01-17,CUST-116,P005,ST-4,4.0,67.5,0.1
T-1432,2023-03-16,CUST-159,P003,ST-3,3.0,120.0,0.2
T-1433,2023-08-10,CUST-180,P005,ST-4,5.0,67.5,0.2
T-1434,2023-06-23,CUST-103,P003,ST-4,3.0,120.0,0.2
T-1435,2023-02-05,CUST-167,P005,ST-4,1.0,67.5,0.0
T-1436,2023-09-03,CUST-124,P003,ST-3,5.0,120.0,0.2
T-1437,2023-11-11,CUST-185,P003,ST-2,4.0,120.0,0.2
T-1438,2023-11-14,CUST-130,P002,ST-4,3.0,225.0,0.2
T-1439,2023-03-13,CUST-196,P004,ST-2,1.0,37.5,0.0
T-1440,26/10/2023,CUST-170,P005,ST-5,5.0,67.5,0.2
T-1441,2023-01-27,CUST-112,P005,ST-3,5.0,67.5,0.2
T-1442,2023-11-22,CUST-121,P004,ST-3,3.0,37.5,0.0
T-1443,2023-02-14,CUST-186,P003,ST-5,5.0,120.0,0.0
T-1444,2023-01-15,CUST-152,P002,ST-3,1.0,225.0,0.0
T-1445,2023-09-01,CUST-130,P002,ST-2,1.0,225.0,0.0
T-1446,2023-06-06,CUST-106,P003,ST-3,2.0,120.0,0.1
T-1447,2023-08-21,CUST-151,P005,ST-2,4.0,67.5,0.0
T-1448,2023-02-19,CUST-103,P001,ST-4,4.0,300.0,0.0
T-1449,2023-07-17,CUST-130,P004,ST-1,5.0,37.5,0.2
T-1450,07/05/2023,CUST-194,P002,ST-1,,225.0,0.0
T-1451,2023-04-14,CUST-149,P005,ST-2,5.0,67.5,0.0
T-1452,2023-11-13,CUST-186,P001,ST-1,3.0,300.0,0.0
T-1453,2023-10-10,CUST-117,P001,ST-1,4.0,300.0,0.2
T-1454,2023-03-21,CUST-197,P004,ST-5,2.0,37.5,0.2
T-1455,2023-01-31,CUST-129,P003,ST-1,3.0,120.0,0.0
T-1456,2023-08-24,CUST-102,P004,ST-4,1.0,37.5,0.0
T-1457,2023-05-01,CUST-113,P004,ST-2,2.0,37.5,0.0
T-1458,2023-06-04,CUST-160,P005,ST-5,4.0,67.5,0.0
T-1459,2023-01-12,CUST-143,P001,ST-1,2.0,300.0,0.0
T-1460,05/03/2023,CUST-147,P005,ST-2,4.0,67.5,0.0
T-1461,2023-07-04,CUST-194,P001,ST-3,4.0,300.0,0.0
T-1462,2023-01-10,CUST-177,P001,ST-5,2.0,300.0,0.2
T-1463,2023-03-14,CUST-200,P005,ST-4,2.0,67.5,0.2
T-1464,2023-06-30,CUST-129,P002,ST-1,3.0,225.0,0.0
T-1465,2023-04-26,CUST-194,P002,ST-4,4.0,225.0,0.1
T-1466,2023-12-25,CUST-193,P004,ST-2,3.0,37.5,0.0
T-1467,2023-07-10,CUST-132,P004,ST-2,5.0,37.5,0.2
T-1468,2023-03-17,CUST-125,P005,ST-4,2.0,67.5,0.0
T-1469,2023-10-20,CUST-124,P005,ST-1,4.0,67.5,0.0
T-1470,11/08/2023,CUST-106,P005,ST-3,4.0,67.5,0.0
T-1471,2023-11-13,CUST-131,P004,ST-5,3.0,37.5,0.0
T-1472,2023-03-17,CUST-171,P002,ST-1,3.0,225.0,0.0
T-1473,2023-02-26,CUST-105,P003,ST-2,4.0,120.0,0.0
T-1474,2023-04-17,CUST-183,P001,ST-4,1.0,300.0,0.2
T-1475,2023-04-04,CUST-128,P005,ST-2,4.0,67.5,0.0
T-1476,2023-02-17,CUST-155,P002,ST-3,3.0,225.0,0.1
T-1477,2023-05-01,CUST-116,P001,ST-4,2.0,300.0,0.0
T-1478,2023-05-18,CUST-173,P005,ST-4,1.0,67.5,0.1
T-1479,2023-12-09,CUST-125,P002,ST-1,5.0,225.0,0.2
T-1480,17/05/2023,CUST-158,P005,ST-2,5.0,67.5,0.0
T-1481,2023-10-11,CUST-199,P002,ST-3,4.0,225.0,0.0
T-1482,2023-05-11,CUST-186,P003,ST-5,4.0,120.0,0.0
T-1483,2023-12-22,CUST-167,P005,ST-3,4.0,67.5,0.0
T-1484,2023-04-11,CUST-120,P002,ST-2,1.0,225.0,0.1
T-1485,2023-06-14,CUST-113,P005,ST-5,2.0,67.5,0.2
T-1486,2023-04-08,CUST-183,P001,ST-3,3.0,300.0,0.0
T-1487,2023-11-14,CUST-186,P001,ST-4,5.0,300.0,0.0
T-1488,2023-11-19,CUST-133,P003,ST-3,4.0,120.0,0.2
T-1489,2023-01-05,CUST-112,P005,ST-5,1.0,67.5,0.1
T-1490,03/10/2023,CUST-112,P002,ST-5,3.0,225.0,0.1
T-1491,2023-11-02,CUST-186,P004,ST-4,5.0,37.5,0.0
T-1492,2023-02-20,CUST-140,P001,ST-1,2.0,300.0,0.0
T-1493,2023-07-20,CUST-165,P002,ST-3,3.0,225.0,0.0
T-1494,2023-01-08,CUST-127,P002,ST-5,3.0,225.0,0.0
T-1495,2023-02-17,CUST-168,P005,ST-5,5.0,67.5,0.0
T-1496,2023-06-29,CUST-194,P003,ST-1,5.0,120.0,0.1
T-1497,2023-08-02,CUST-130,P005,ST-3,2.0,67.5,0.1
T-1498,2023-12-07,CUST-148,P004,ST-2,1.0,37.5,0.1
T-1499,2023-07-29,CUST-119,P005,ST-2,4.0,67.5,0.0
T-1500,19/03/2023,CUST-194,P003,ST-1,,120.0,0.2
T-1501,2023-11-20,CUST-113,P005,ST-2,2.0,67.5,0.2
T-1502,2023-03-13,CUST-131,P002,ST-2,2.0,225.0,0.1
T-1503,2023-02-02,CUST-149,P005,ST-1,4.0,67.5,0.2
T-1504,2023-06-18,CUST-155,P004,ST-4,3.0,37.5,0.0
T-1505,2023-11-18,CUST-195,P001,ST-2,4.0,300.0,0.0
T-1506,2023-12-27,CUST-170,P005,ST-2,5.0,67.5,0.0
T-1507,2023-02-03,CUST-187,P003,ST-4,5.0,120.0,0.0
T-1508,2023-01-31,CUST-200,P002,ST-5,4.0,225.0,0.0
T-1509,2023-07-22,CUST-131,P003,ST-1,3.0,120.0,0.1
T-1510,03/04/2023,CUST-164,P001,ST-3,4.0,300.0,0.0
T-1511,2023-06-02,CUST-166,P002,ST-5,2.0,225.0,0.2
T-1512,2023-11-26,CUST-180,P002,ST-2,2.0,225.0,0.0
T-1513,2023-04-19,CUST-161,P003,ST-4,1.0,120.0,0.0
T-1514,2023-09-08,CUST-163,P005,ST-1,3.0,67.5,0.0
T-1515,2023-05-27,CUST-122,P004,ST-3,3.0,37.5,0.0
T-1516,2023-08-14,CUST-125,P005,ST-3,5.0,67.5,0.2
T-1517,2023-10-26,CUST-105,P003,ST-1,4.0,120.0,0.0
T-1518,2023-10-22,CUST-180,P003,ST-3,5.0,120.0,0.0
T-1519,2023-08-13,CUST-112,P002,ST-3,2.0,225.0,0.1
T-1520,06/09/2023,CUST-163,P004,ST-3,4.0,37.5,0.0
T-1521,2023-06-28,CUST-166,P002,ST-2,5.0,225.0,0.0
T-1522,2023-11-26,CUST-171,P005,ST-3,5.0,67.5,0.0
T-1523,2023-07-27,CUST-153,P001,ST-4,4.0,300.0,0.1
T-1524,2023-02-08,CUST-161,P001,ST-3,1.0,300.0,0.0
T-1525,2023-04-05,CUST-116,P005,ST-3,2.0,67.5,0.0
T-1526,2023-07-30,CUST-105,P002,ST-4,5.0,225.0,0.0
T-1527,2023-11-06,CUST-172,P002,ST-1,1.0,225.0,0.0
T-1528,2023-01-08,CUST-119,P001,ST-2,1.0,300.0,0.0
T-1529,2023-10-10,CUST-117,P005,ST-5,4.0,67.5,0.1
T-1530,01/01/2023,CUST-198,P004,ST-1,3.0,37.5,0.2
T-1531,2023-04-01,CUST-126,P001,ST-4,4.0,300.0,0.1
T-1532,2023-09-09,CUST-156,P005,ST-4,4.0,67.5,0.1
T-1533,2023-04-14,CUST-182,P002,ST-3,5.0,225.0,0.0
T-1534,2023-08-16,CUST-104,P005,ST-1,1.0,67.5,0.2
T-1535,2023-12-19,CUST-102,P001,ST-3,1.0,300.0,0.2
T-1536,2023-08-19,CUST-127,P004,ST-1,5.0,37.5,0.1
T-1537,2023-09-20,CUST-179,P003,ST-2,5.0,120.0,0.0
T-1538,2023-11-15,CUST-183,P001,ST-4,5.0,300.0,0.0
T-1539,2023-12-28,CUST-133,P002,ST-3,2.0,225.0,0.1
T-1540,10/08/2023,CUST-118,P002,ST-4,1.0,225.0,0.0
T-1541,2023-10-28,CUST-189,P004,ST-2,4.0,37.5,0.0
T-1542,2023-05-17,CUST-118,P001,ST-4,5.0,300.0,0.1
T-1543,2023-11-19,CUST-122,P004,ST-2,4.0,37.5,0.0
T-1544,2023-12-31,CUST-127,P004,ST-3,1.0,37.5,0.0
T-1545,2023-06-20,CUST-145,P004,ST-1,2.0,37.5,0.1
T-1546,2023-12-06,CUST-161,P003,ST-1,2.0,120.0,0.0
T-1547,2023-02-04,CUST-160,P001,ST-4,4.0,300.0,0.1
T-1548,2023-12-25,CUST-134,P005,ST-4,3.0,67.5,0.0
T-1549,2023-12-19,CUST-193,P004,ST-2,2.0,37.5,0.0
T-1550,18/11/2023,CUST-107,P001,ST-4,,300.0,0.0
T-1551,2023-12-18,CUST-155,P001,ST-2,4.0,300.0,0.0
T-1552,2023-08-01,CUST-152,P005,ST-2,4.0,67.5,0.1
T-1553,2023-01-21,CUST-102,P005,ST-2,3.0,67.5,0.0
T-1554,2023-03-17,CUST-135,P005,ST-3,3.0,67.5,0.0
T-1555,2023-08-13,CUST-156,P001,ST-3,3.0,300.0,0.0
T-1556,2023-11-14,CUST-195,P004,ST-1,1.0,37.5,0.1
T-1557,2023-06-04,CUST-139,P004,ST-1,3.0,37.5,0.2
T-1558,2023-01-17,CUST-159,P001,ST-1,5.0,300.0,0.2
T-1559,2023-01-16,CUST-165,P002,ST-4,1.0,225.0,0.1
T-1560,18/07/2023,CUST-177,P004,ST-1,4.0,37.5,0.0
T-1561,2023-02-20,CUST-197,P002,ST-3,2.0,225.0,0.2
T-1562,2023-04-13,CUST-181,P002,ST-4,3.0,225.0,0.0
T-1563,2023-03-17,CUST-173,P004,ST-3,3.0,37.5,0.0
T-1564,2023-10-27,CUST-192,P004,ST-3,5.0,37.5,0.0
T-1565,2023-07-09,CUST-188,P002,ST-5,5.0,225.0,0.0
T-1566,2023-12-22,CUST-196,P001,ST-2,4.0,300.0,0.2
T-1567,2023-03-20,CUST-183,P003,ST-1,2.0,120.0,0.0
T-1568,2023-10-15,CUST-158,P005,ST-3,5.0,67.5,0.2
T-1569,2023-10-04,CUST-161,P002,ST-1,5.0,225.0,0.1
T-1570,15/04/2023,CUST-170,P003,ST-4,1.0,120.0,0.2
T-1571,2023-07-02,CUST-147,P001,ST-2,4.0,300.0,0.0
T-1572,2023-05-01,CUST-131,P003,ST-2,5.0,120.0,0.2
T-1573,2023-03-06,CUST-190,P003,ST-1,1.0,120.0,0.0
T-1574,2023-10-28,CUST-190,P002,ST-1,3.0,225.0,0.0
T-1575,2023-11-12,CUST-192,P001,ST-1,3.0,300.0,0.0
T-1576,2023-04-28,CUST-194,P001,ST-4,1.0,300.0,0.1
T-1577,2023-11-25,CUST-135,P003,ST-5,2.0,120.0,0.0
T-1578,2023-11-28,CUST-189,P004,ST-5,5.0,37.5,0.0
T-1579,2023-11-13,CUST-157,P001,ST-5,1.0,300.0,0.0
T-1580,11/02/2023,CUST-110,P001,ST-5,2.0,300.0,0.0
T-1581,2023-10-26,CUST-137,P005,ST-4,2.0,67.5,0.1
T-1582,2023-12-20,CUST-195,P005,ST-4,1.0,67.5,0.1
T-1583,2023-09-19,CUST-189,P005,ST-3,4.0,67.5,0.0
T-1584,2023-02-16,CUST-178,P005,ST-4,2.0,67.5,0.0
T-1585,2023-12-25,CUST-182,P005,ST-4,1.0,67.5,0.0
T-1586,2023-09-25,CUST-105,P003,ST-1,3.0,120.0,0.1
T-1587,2023-08-19,CUST-177,P005,ST-3,3.0,67.5,0.2
T-1588,2023-03-12,CUST-181,P001,ST-1,1.0,300.0,0.0
T-1589,2023-10-27,CUST-128,P004,ST-4,5.0,37.5,0.0
T-1590,10/08/2023,CUST-102,P003,ST-4,4.0,120.0,0.0
T-1591,2023-01-31,CUST-191,P002,ST-3,3.0,225.0,0.0
T-1592,2023-07-23,CUST-136,P005,ST-2,5.0,67.5,0.0
T-1593,2023-04-16,CUST-198,P004,ST-2,5.0,37.5,0.1
T-1594,2023-01-05,CUST-196,P002,ST-4,4.0,225.0,0.0
T-1595,2023-08-12,CUST-135,P003,ST-1,5.0,120.0,0.0
T-1596,2023-01-04,CUST-175,P005,ST-4,4.0,67.5,0.0
T-1597,2023-01-08,CUST-129,P003,ST-4,4.0,120.0,0.1
T-1598,2023-02-11,CUST-118,P002,ST-3,4.0,225.0,0.2
T-1599,2023-06-21,CUST-103,P005,ST-2,1.0,67.5,0.0
T-1600,03/04/2023,CUST-166,P004,ST-4,,37.5,0.1
T-1601,2023-06-09,CUST-177,P002,ST-4,2.0,225.0,0.1
T-1602,2023-04-30,CUST-140,P001,ST-5,5.0,300.0,0.0
T-1603,2023-01-01,CUST-132,P005,ST-3,1.0,67.5,0.2
T-1604,2023-08-27,CUST-182,P003,ST-5,3.0,120.0,0.0
T-1605,2023-04-29,CUST-138,P001,ST-4,4.0,300.0,0.0
T-1606,2023-12-05,CUST-138,P001,ST-1,2.0,300.0,0.0
T-1607,2023-09-21,CUST-156,P003,ST-2,4.0,120.0,0.1
T-1608,2023-09-01,CUST-180,P001,ST-1,2.0,300.0,0.2
T-1609,2023-05-27,CUST-140,P002,ST-3,5.0,225.0,0.1
T-1610,15/09/2023,CUST-135,P004,ST-3,3.0,37.5,0.0
T-1611,2023-06-08,CUST-155,P005,ST-5,3.0,67.5,0.0
T-1612,2023-02-04,CUST-149,P001,ST-3,3.0,300.0,0.0
T-1613,2023-07-10,CUST-130,P003,ST-4,5.0,120.0,0.1
T-1614,2023-05-25,CUST-129,P001,ST-3,5.0,300.0,0.1
T-1615,2023-01-18,CUST-154,P001,ST-4,4.0,300.0,0.1
T-1616,2023-01-21,CUST-194,P002,ST-5,4.0,225.0,0.0
T-1617,2023-04-18,CUST-156,P003,ST-2,4.0,120.0,0.0
T-1618,2023-04-16,CUST-169,P001,ST-1,4.0,300.0,0.0
T-1619,2023-12-18,CUST-111,P003,ST-1,2.0,120.0,0.0
T-1620,30/04/2023,CUST-150,P004,ST-3,5.0,37.5,0.0
T-1621,2023-10-08,CUST-116,P004,ST-5,5.0,37.5,0.2
T-1622,2023-01-05,CUST-130,P005,ST-3,3.0,67.5,0.0
T-1623,2023-07-20,CUST-116,P003,ST-4,2.0,120.0,0.1
T-1624,2023-05-09,CUST-177,P003,ST-4,3.0,120.0,0.0
T-1625,2023-07-10,CUST-192,P004,ST-5,4.0,37.5,0.0
T-1626,2023-10-29,CUST-117,P002,ST-1,1.0,225.0,0.2
T-1627,2023-02-17,CUST-198,P004,ST-4,5.0,37.5,0.0
T-1628,2023-12-26,CUST-144,P004,ST-5,1.0,37.5,0.0
T-1629,2023-12-10,CUST-194,P004,ST-1,1.0,37.5,0.2
T-1630,27/06/2023,CUST-172,P001,ST-4,1.0,300.0,0.0
T-1631,2023-06-23,CUST-144,P004,ST-5,5.0,37.5,0.1
T-1632,2023-09-25,CUST-193,P002,ST-3,4.0,225.0,0.2
T-1633,2023-09-04,CUST-130,P003,ST-2,3.0,120.0,0.0
T-1634,2023-05-19,CUST-146,P001,ST-1,5.0,300.0,0.0
T-1635,2023-05-20,CUST-157,P002,ST-4,4.0,225.0,0.2
T-1636,2023-02-06,CUST-139,P003,ST-4,1.0,120.0,0.0
T-1637,2023-06-01,CUST-172,P001,ST-2,2.0,300.0,0.1
T-1638,2023-01-09,CUST-185,P001,ST-5,1.0,300.0,0.1
T-1639,2023-12-23,CUST-157,P001,ST-4,3.0,300.0,0.0
T-1640,14/03/2023,CUST-124,P005,ST-4,3.0,67.5,0.0
T-1641,2023-09-16,CUST-150,P002,ST-3,2.0,225.0,0.0
T-1642,2023-04-06,CUST-131,P001,ST-4,2.0,300.0,0.1
T-1643,2023-01-30,CUST-106,P001,ST-5,2.0,300.0,0.1
T-1644,2023-09-13,CUST-176,P002,ST-2,2.0,225.0,0.1
T-1645,2023-11-09,CUST-183,P002,ST-2,5.0,225.0,0.0
T-1646,2023-11-18,CUST-163,P005,ST-3,3.0,67.5,0.0
T-1647,2023-09-08,CUST-191,P002,ST-5,1.0,225.0,0.0
T-1648,2023-02-13,CUST-154,P003,ST-2,1.0,120.0,0.0
T-1649,2023-01-29,CUST-109,P001,ST-1,3.0,300.0,0.0
T-1650,25/02/2023,CUST-160,P003,ST-5,,120.0,0.0
T-1651,2023-12-14,CUST-196,P005,ST-1,4.0,67.5,0.0
T-1652,2023-11-10,CUST-199,P002,ST-4,5.0,225.0,0.2
T-1653,2023-02-13,CUST-121,P004,ST-3,4.0,37.5,0.0
T-1654,2023-07-01,CUST-113,P002,ST-4,2.0,225.0,0.1
T-1655,2023-11-17,CUST-141,P001,ST-5,2.0,300.0,0.0
T-1656,2023-09-16,CUST-103,P003,ST-4,4.0,120.0,0.0
T-1657,2023-07-16,CUST-111,P004,ST-4,4.0,37.5,0.0
T-1658,2023-11-28,CUST-160,P003,ST-3,5.0,120.0,0.0
T-1659,2023-05-05,CUST-119,P004,ST-2,3.0,37.5,0.0
T-1660,06/01/2023,CUST-139,P005,ST-1,2.0,67.5,0.0
T-1661,2023-03-16,CUST-123,P003,ST-4,2.0,120.0,0.1
T-1662,2023-01-28,CUST-144,P003,ST-5,1.0,120.0,0.0
T-1663,2023-12-22,CUST-187,P002,ST-5,1.0,225.0,0.1
T-1664,2023-06-18,CUST-132,P005,ST-5,2.0,67.5,0.0
T-1665,2023-02-12,CUST-121,P005,ST-1,2.0,67.5,0.2
T-1666,2023-06-23,CUST-193,P003,ST-2,5.0,120.0,0.0
T-1667,2023-08-02,CUST-157,P003,ST-3,1.0,120.0,0.0
T-1668,2023-04-24,CUST-194,P001,ST-4,1.0,300.0,0.1
T-1669,2023-12-09,CUST-176,P003,ST-1,4.0,120.0,0.1
T-1670,09/02/2023,CUST-168,P002,ST-4,5.0,225.0,0.0
T-1671,2023-10-19,CUST-131,P005,ST-4,3.0,67.5,0.0
T-1672,2023-06-15,CUST-138,P005,ST-1,3.0,67.5,0.2
T-1673,2023-11-27,CUST-110,P004,ST-4,2.0,37.5,0.0
T-1674,2023-07-01,CUST-172,P004,ST-5,3.0,37.5,0.1
T-1675,2023-04-15,CUST-167,P001,ST-1,1.0,300.0,0.1
T-1676,2023-11-25,CUST-122,P003,ST-1,3.0,120.0,0.1
T-1677,2023-02-22,CUST-135,P003,ST-5,3.0,120.0,0.2
T-1678,2023-05-21,CUST-194,P005,ST-1,3.0,67.5,0.2
T-1679,2023-06-17,CUST-179,P003,ST-1,4.0,120.0,0.2
T-1680,16/08/2023,CUST-109,P002,ST-5,1.0,225.0,0.0
T-1681,2023-04-22,CUST-160,P001,ST-4,4.0,300.0,0.0
T-1682,2023-03-24,CUST-181,P003,ST-2,5.0,120.0,0.0
T-1683,2024-01-01,CUST-107,P004,ST-1,1.0,37.5,0.1
T-1684,2023-08-23,CUST-116,P003,ST-4,2.0,120.0,0.2
T-1685,2023-03-25,CUST-101,P001,ST-3,3.0,300.0,0.1
T-1686,2023-08-16,CUST-190,P003,ST-5,5.0,120.0,0.1
T-1687,2023-06-16,CUST-165,P003,ST-4,5.0,120.0,0.1
T-1688,2023-07-12,CUST-199,P002,ST-2,4.0,225.0,0.1
T-1689,2023-08-29,CUST-101,P003,ST-1,3.0,120.0,0.0
T-1690,05/09/2023,CUST-183,P003,ST-3,5.0,120.0,0.1
T-1691,2023-11-19,CUST-120,P001,ST-2,1.0,300.0,0.1
T-1692,2023-06-29,CUST-124,P005,ST-4,4.0,67.5,0.0
T-1693,2023-08-27,CUST-199,P001,ST-2,1.0,300.0,0.0
T-1694,2023-02-06,CUST-177,P004,ST-1,4.0,37.5,0.1
T-1695,2023-02-24,CUST-118,P002,ST-3,1.0,225.0,0.0
T-1696,2023-07-27,CUST-157,P003,ST-1,2.0,120.0,0.2
T-1697,2023-09-22,CUST-134,P005,ST-4,3.0,67.5,0.0
T-1698,2023-10-24,CUST-126,P001,ST-1,1.0,300.0,0.0
T-1699,2023-10-10,CUST-167,P002,ST-1,2.0,225.0,0.1
T-1700,04/11/2023,CUST-138,P001,ST-3,,300.0,0.0
T-1701,2023-02-17,CUST-119,P005,ST-4,4.0,67.5,0.2
T-1702,2023-05-28,CUST-147,P002,ST-2,5.0,225.0,0.0
T-1703,2023-12-26,CUST-156,P005,ST-3,4.0,67.5,0.0
T-1704,2023-04-25,CUST-126,P003,ST-3,1.0,120.0,0.0
T-1705,2023-05-05,CUST-193,P004,ST-1,2.0,37.5,0.2
T-1706,2023-01-30,CUST-191,P001,ST-5,1.0,300.0,0.2
T-1707,2023-12-06,CUST-126,P004,ST-2,5.0,37.5,0.0
T-1708,2023-04-18,CUST-190,P001,ST-1,5.0,300.0,0.0
T-1709,2023-12-16,CUST-121,P003,ST-3,2.0,120.0,0.0
T-1710,20/04/2023,CUST-147,P003,ST-3,2.0,120.0,0.0
T-1711,2023-09-29,CUST-180,P003,ST-1,3.0,120.0,0.0
T-1712,2023-07-08,CUST-142,P001,ST-2,1.0,300.0,0.1
T-1713,2023-04-26,CUST-175,P002,ST-1,5.0,225.0,0.0
T-1714,2023-05-09,CUST-126,P005,ST-2,2.0,67.5,0.0
T-1715,2023-12-07,CUST-107,P003,ST-2,3.0,120.0,0.2
T-1716,2023-05-15,CUST-156,P001,ST-4,1.0,300.0,0.0
T-1717,2023-06-10,CUST-113,P005,ST-2,2.0,67.5,0.2
T-1718,2023-08-25,CUST-126,P003,ST-1,4.0,120.0,0.0
T-1719,2023-08-09,CUST-176,P002,ST-5,3.0,225.0,0.0
T-1720,14/12/2023,CUST-139,P002,ST-3,4.0,225.0,0.0
T-1721,2023-08-17,CUST-136,P003,ST-4,3.0,120.0,0.0
T-1722,2023-05-01,CUST-188,P004,ST-2,1.0,37.5,0.0
T-1723,2023-05-08,CUST-172,P001,ST-1,4.0,300.0,0.0
T-1724,2023-07-07,CUST-175,P002,ST-3,2.0,225.0,0.1
T-1725,2023-02-01,CUST-155,P001,ST-3,3.0,300.0,0.0
T-1726,2023-02-08,CUST-103,P004,ST-5,3.0,37.5,0.0
T-1727,2023-03-03,CUST-120,P001,ST-4,1.0,300.0,0.0
T-1728,2023-05-18,CUST-140,P004,ST-2,2.0,37.5,0.1
T-1729,2023-07-29,CUST-183,P001,ST-3,2.0,300.0,0.0
T-1730,21/03/2023,CUST-187,P003,ST-4,4.0,120.0,0.0
T-1731,2023-06-25,CUST-156,P004,ST-2,5.0,37.5,0.0
T-1732,2023-04-03,CUST-112,P001,ST-5,1.0,300.0,0.1
T-1733,2023-07-07,CUST-126,P004,ST-1,2.0,37.5,0.2
T-1734,2023-04-20,CUST-136,P004,ST-4,3.0,37.5,0.2
